X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,icon_url
78.4319916666667,31.6262638888889,31 37 34.55 78 25 55.17,,,,,,"-1","0","-1",,,
